Timestamp,CpuPerc.user,CpuPerc.sys,MemoryInfo.free,MemoryInfo.used,fileSystemUsage.usePercent,receivedBytes,transmittedBytesPerSecond,transmittedBytes,receivedBytesPerSecond,NumAbortedTxDueToReadLock,ReadWriteRatio,AvgCommitAsync,AvgGetsPerWrTransaction,AvgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,ReadOnlyTxTotalCpuTime,FailedCommits,SuccessfulCommits,NumAbortedTxDueToValidation,AvgNumNodesPrepare,AvgTOGMUPrepareNoWaitRtt,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,AvgSuccessfulTxCommit,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgFailedTxCommit,AvgTxArrivalRate,AverageWriteTime,AvgLocalLockHoldTime,NumOwnedRdItemsInRemotePrepare,AvgNumAsyncSentCommitMsgs,CommitQueueSize,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumEarlyAborts,LocalCommits,Throughput,ReplicationDegree,AvgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,LocalReadOnlyTxCommitServiceTime,NumLocalTxWaitingTimeInGMUQueueDuePendingTx,AvgCommitCommandSize,AvgLocalTxWaitingTimeInGMUQueueDuePendingTx,LocalPrepares,LocalReadOnlyTxPrepareResponseTime,HitRatio,PercentageWriteTransactions,AvgNumNodesRollback,AvgNumOfLockLocalTx,NumRemoteRemoteLockContentions,AbortRate,NumAbortedTxDueDeadlock,AvgNumNodesRemoteGet,SuccessRatioFloatingPoint,LocalUpdateTxLocalResponseTime,RemoteGetResponseTime,AvgRemoteTxWaitingTimeInGMUQueueDuePendingTx,AvgNumPutsBySuccessfulLocalTx,NumWaitedLocalCommits,ConcurrencyLevel,LocalUpdateTxPrepareServiceTime,TOGMUPrepareRttMinusAvgValidationTime,AvgNumOfLockSuccessLocalTx,LocalUpdateTxCommitResponseTime,LocalUpdateTxRemoteRollbackServiceTime,AvgPrepareCommandSize,NumberOfGets,AvgAbortedWriteTxDuration,NumTOGMUSuccessfulPrepareNoWait,LocalContentionProbability,Hits,RemoveHits,AvgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,AvgLocalLocalAbortLockHoldTime,AverageReplicationTime,RemoteUpdateTxPrepareServiceTime,NumberOfCommits,LocalUpdateTxPrepareResponseTime,AvgNTCBTime,AvgNumSyncSentCommitMsgs,NumberOfLocalCommits,NumberOfLocksHeld,AvgClusteredGetCommandSize,LocalReadOnlyTxCommitResponseTime,NumRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,AvgPutsPerWrTransaction,TOMaxSuccessfulValidationWaitingTime,LocalReadOnlyTxLocalServiceTime,AvgTCBTime,TOGMUAvgSuccessfulValidationServiceTime,AvgCommitRtt,AvgLockHoldTime,RemoteGetServiceTime,TONumValidationWaited,GMUClusteredGetCommandResponseTime,NumLocalRemoteLockContentions,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,AvgRemoteTxCompleteNotifyTime,SwitchCoolDownTime,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,AvgNumOfLockRemoteTx,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,ExecutorQueueSize,NumOwnedRdItemsInLocalPrepare,ElapsedTime,TerminationCost,RemotelyDeadXact,CoolDownTime,LocalReadOnlyTxPrepareServiceTime,RemoveMisses,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,NumLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationFailures,RemoteUpdateTxRollbackServiceTime,TimeSinceReset,NumberOfRemoteGets,NumRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,AvgRemoteGetsPerROTransaction,AvgRollbackRtt,Rollbacks,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,NumberOfPuts,Evictions,NumWaitedRemoteGets,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,RemotePutExecutionTime,NumLocalPrepareAborts,AvgClusteredGetCommandReplySize,AvgGmuClusteredGetCommandRttNoWait,AvgWriteTxDuration,TOAvgValidationConditionalWaitTime,NumNodes,MaxNumberOfKeysToRequest,LocalUpdateTxTotalCpuTime,GMUClusteredGetCommandWaitingTime,NumLocalTxWaitingTimeInGMUQueueDueToSlowCommits,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,TOGMUPrepareRttMinusMaxValidationTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,NumAbortedXacts,RemoteUpdateTxCommitServiceTime,TOGMUAvgSuccessfulValidationResponseTime,NumberOfLocksAvailable,NumAbortedTxDueToWriteLock,Misses,AvgLockWaitingTime,CurrentRoundId,Stores,AvgResponseTime,AvgRemotePutsPerWrTransaction,LocalActiveTransactions,TOPrepareWaitTime,ReplicationCount,AvgNumNodesCommit,NumRemoteTxWaitingTimeInGMUQueueDuePendingTx,AvgRollbackCommandSize,TOGMUPrepareWaitProbability,AvgReadOnlyTxDuration,Commits,NumberOfEntries,LocalRollbacks,CurrentEpoch,NumWaitedRemoteCommits,Prepares,AvgPrepareAsync,AverageReadTime,AvgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,geograph.averageSyncTasksExecutedPerSecond,geograph.timeElapsedSinceLastReset,geograph.averageSyncServiceTime,geograph.numberOfExecutedSynTasks,geograph.averageSyncTotalTime,geograph.keepAliveTime,geograph.numberOfRunningThreads,geograph.messaging(geograph).syncRequest,geograph.maxQueueSizeNotificationThreshold,geograph.maxThreads,geograph.queueSize,geograph.minQueueSizeNotificationThreshold,geograph.averageAsyncServiceTime,geograph.numberOfExecutedAsyncTasks,geograph.averageAsyncTotalTime,geograph.averageAsyncTasksExecutedPerSecond,geograph.messaging(geograph).asyncRequest,geograph.coreThreads,geograph.messaging(geograph).averageServiceTime,geograph.arrivalRate,CurrentProtocolAsInt
1378567305058,0.5297811707738045,0.06453722734078672,1.5851395072E11,2.170834944E10,0.026428571428571423,3.52648404E8,1.176424E7,3.52927337E8,1.1754943E7,0.0,8.313641054756268,0.0,26.0,0.0,0.0,9.4,4851.4,9.4,5.0,33537.6,0.0,0.0,88.2,159.2,54.24872130619392,4105.8,949.2,63.45332143270063,734.76,0.0,0.0,14.220080427380694,0.0,23.8,14034.6,0.8898425555320039,0.0,4325.4,0.0,2.0,24306.0,805.3999999999999,5.0,0.0,0.0,0.0,139.0,0.0,24360.0,0.0,0.9590950254702804,0.8900398110768173,5.0,0.0,0.0,0.0023537117919675355,0.0,0.0,0.9989142904293864,11258.6,0.0,0.0,3.2116691137342834,4229.4,32.0,0.0,33557.4,0.0,26696.6,0.0,2849.4,573110.0,62183.4,4293.6,0.0,553172.0,0.0,0.0,0.0,16.0,0.0,110064.0,34010.8,11332.2,4.0,24118.0,0.0,0.0,0.0,0.0,3.2113438500450306,0.0,0.0,1278.2,0.0,26495.0,0.0,0.0,33.2,0.0,0.0,72083.2,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.4,14.59131890527475,342.4,22055.0,0.0,30000.0,0.0,0.0,0.0,33560.2,4295.8,0.0,0.0,0.0,0.0,0.0,3.211935795813416,47.0,0.0,30.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,1042.6,69081.0,0.0,0.0,0.0,0.0,-1.0,3.211037977384381,164.0,16259.4,0.0,9.4,0.0,0.0,72097.4,28091.4,5.0,0.0,0.0,0.0,0.0,8.0,2891.0,33578.0,0.0,0.0,11.4,0.0,2990.4,0.0,0.0,23584.0,0.0,0.0,69355.0,64779.8,0.0,55.0,0.0,43153.0,5.0,0.0,77.0,0.0,4313.8,22127.0,63452.0,57.0,0.0,16687.0,132587.0,0.0,0.0,0.0,169.24811796375448,30.0,64397.846418060246,5079.4,104609.35204144316,60000.0,9.0,0.0,1000.0,12.0,4.8,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,168.97479988610118,2
1378567335138,0.49197727075449943,0.0683600866646639,1.58281887744E11,2.1940412416E10,0.026428571428571423,3.87740938E8,1.293094E7,3.87928323E8,1.2924693E7,0.0,8.341535613714893,0.0,26.0,0.0,0.0,9.8,5203.2,9.8,5.0,31131.0,0.0,0.0,91.8,133.8,49.111497226646335,3742.6,379.2,42.028496675873015,785.3866666666667,0.0,0.0,14.225720425318931,0.0,20.0,11839.2,0.8884329128015732,0.0,3917.2,0.0,0.8,26084.0,862.6666666666667,5.0,0.0,0.0,0.0,139.0,0.0,26116.0,0.0,0.9590911748775615,0.888538004101237,5.0,0.0,0.0,0.002056463545114584,0.0,0.0,0.9989427566456234,9971.6,0.0,0.0,3.2036415844655233,4521.6,32.0,0.0,31171.4,0.0,23881.2,0.0,2849.6,613190.0,48321.2,4586.6,0.0,595717.0,0.0,0.0,0.0,15.0,0.0,117833.0,31623.0,12344.8,4.0,25813.0,0.0,0.0,0.0,0.0,3.203562424385286,0.0,0.0,1188.4,0.0,23617.8,0.0,0.0,43.0,0.0,0.0,65600.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.2,14.601746352939518,373.4,20400.0,0.0,30000.0,0.0,0.0,0.0,31171.6,4588.2,0.0,0.0,0.0,0.0,0.0,3.203632398382773,49.0,0.0,30.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,713.6,73676.0,0.0,0.0,0.0,0.0,-1.0,3.2054279350612824,163.0,14010.6,0.0,9.8,0.0,0.0,65516.0,16458.0,5.0,0.0,0.0,0.0,0.0,7.8,2443.2,31115.0,0.0,0.0,10.6,0.0,2546.8,0.0,0.0,25406.0,0.0,0.0,74453.0,58753.2,0.0,48.0,0.0,46470.0,5.0,0.0,77.0,0.0,3907.0,23759.8,66044.0,53.0,0.0,17805.8,142179.0,0.0,0.0,0.0,169.98777275835013,30.0,64122.24660917325,5101.8,101520.68020726179,60000.0,11.2,0.0,1000.0,12.0,3.6,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,170.00768852224914,2
1378567365217,0.4930805458499895,0.06837938843009149,1.58061490176E11,2.2160809984E10,0.026428571428571423,3.88965091E8,1.2991313E7,3.89739554E8,1.2965498E7,0.0,8.339957809786592,0.0,26.0,0.0,0.0,9.6,5273.0,9.6,5.0,30829.0,0.0,0.0,98.0,126.8,48.0247072340621,3834.2,365.2,44.9877040031746,794.4249462365592,0.0,0.0,14.237475627992481,0.0,15.8,11464.0,0.8887392373435012,0.0,4029.2,0.0,0.6,26402.0,870.3032258064517,5.0,0.0,0.0,0.0,139.0,0.0,26467.0,0.0,0.9589631620367367,0.8888516065039379,5.0,0.0,0.0,0.0018920900701150992,0.0,0.0,0.9989804490392451,9644.8,0.0,0.0,3.2047926452134354,4578.4,32.0,0.0,30838.8,0.0,22829.6,0.0,2855.2,623819.0,52104.4,4680.0,0.0,602004.0,0.0,0.0,0.0,14.4,0.0,119848.0,31252.2,12455.6,4.0,26327.0,0.0,0.0,0.0,0.0,3.2052342379869962,0.0,0.0,1177.4,0.0,22595.8,0.0,0.0,36.0,0.0,0.0,63710.6,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.2,14.613517184872123,404.2,23931.4,0.0,30000.0,0.0,0.0,0.0,30847.6,4688.4,0.0,0.0,0.0,0.0,0.0,3.204933568946129,48.0,0.0,30.2,0.0,0.0,0.0,0.0,226.0,0.0,0.0,600.6,75023.0,0.0,0.0,0.0,0.0,-1.0,3.205071896867371,162.4,13587.2,0.0,9.4,0.0,0.0,63837.2,19415.6,5.0,0.0,0.0,0.0,0.0,7.6,2235.2,30837.8,0.0,0.0,10.2,0.0,2329.4,0.0,0.0,25760.0,0.0,0.0,75275.0,57297.4,0.0,54.0,0.0,46936.0,5.0,0.0,77.0,0.0,4023.2,24067.8,67644.0,51.0,0.0,18100.0,144057.0,0.0,0.0,0.0,161.98459222330266,30.0,66399.6036132263,4864.0,110496.15662167768,60000.0,10.4,0.0,1000.0,12.0,2.6,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.9178501426087,2
1378567395290,0.4431208441953804,0.06434781903057041,1.57879435264E11,2.2342864896E10,0.026428571428571423,3.68700531E8,1.2281249E7,3.68437587E8,1.2290014E7,0.0,8.297612662339231,0.0,26.0,0.0,0.0,8.0,5002.4,8.0,5.0,32471.6,0.0,0.0,128.6,123.2,49.87749488032535,3536.0,560.2,59.913979483333335,758.0933333333334,0.0,0.0,14.25577631851792,0.0,21.0,11542.4,0.8915643834512987,0.0,3706.0,0.0,1.4,25062.0,830.3666666666667,5.0,0.0,0.0,0.0,139.0,0.0,25101.0,0.0,0.9587011466875385,0.8917988830255801,5.0,0.0,0.0,0.0018766026503699285,0.0,0.0,0.9991147547860241,9574.4,0.0,0.0,3.2200418668609645,4354.6,32.0,0.0,32507.6,0.0,24066.6,0.0,2866.0,593268.0,59921.4,4430.2,0.0,575209.0,0.0,0.0,0.0,15.6,0.0,113727.0,32911.2,14207.4,4.0,24857.0,0.0,0.0,0.0,0.0,3.2201565398066627,0.0,0.0,1229.0,0.0,23816.8,0.0,0.0,44.4,0.0,0.0,66705.4,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,8.2,14.61870583855276,435.0,19858.8,0.0,30000.0,0.0,0.0,0.0,32498.2,4437.2,0.0,0.0,0.0,0.0,0.0,3.219868154308961,40.0,0.0,30.2,0.0,0.0,0.0,0.0,230.0,0.0,0.0,720.0,71550.0,0.0,0.0,0.0,0.0,-1.0,3.2229466655747148,167.0,13370.8,0.0,8.0,0.0,0.0,66690.6,18454.6,5.0,0.0,0.0,0.0,0.0,6.8,2168.0,32505.4,0.0,0.0,9.4,0.0,2274.6,0.0,0.0,24790.0,0.0,0.0,72318.0,59916.6,0.0,47.0,0.0,44798.0,5.0,0.0,77.0,0.0,3703.8,22907.8,69608.0,47.0,0.0,17120.0,137129.0,0.0,0.0,0.0,149.2687979888963,30.0,71675.13036722477,4481.0,122026.24904980665,60000.0,10.0,0.0,1000.0,12.0,20.2,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,149.83100271491386,2
1378567425365,0.44323417242860846,0.0607764427044258,1.57664780288E11,2.2557519872E10,0.026428571428571423,3.42046288E8,1.1368044E7,3.41041467E8,1.1401537E7,0.0,8.278959275417469,0.0,26.0,0.0,0.0,9.8,4702.2,9.8,5.0,35866.4,0.0,0.0,95.0,149.2,54.862755651591826,4305.6,433.8,60.99838295108226,697.4236559139785,0.0,0.0,14.26144859452699,0.0,18.8,13709.0,0.8911310295839115,0.0,4517.4,0.0,1.0,23549.0,760.2440860215054,5.0,0.0,0.0,0.0,139.0,0.0,23610.0,0.0,0.9586135884536804,0.8919193025428986,5.0,0.0,0.0,0.0023309579748616023,0.0,0.0,0.9988110280474141,10422.0,0.0,0.0,3.2350263534626196,4065.4,32.0,0.0,35839.4,0.0,26301.2,0.0,2871.6,552297.0,65863.8,4129.2,0.0,540536.0,0.0,0.0,0.0,17.2,0.0,105769.0,36295.6,13939.6,4.0,23173.0,0.0,0.0,0.0,0.0,3.235583195148597,0.0,0.0,1339.8,0.0,26078.0,0.0,0.0,44.6,0.0,0.0,73126.6,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.0,14.62762361018298,466.4,21619.8,0.0,30000.0,0.0,0.0,0.0,35818.0,4131.6,0.0,0.0,0.0,0.0,0.0,3.234892151881413,50.0,0.0,31.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,657.6,67076.0,0.0,0.0,0.0,0.0,-1.0,3.2316294388762437,160.8,16344.6,0.0,9.8,0.0,0.0,73116.8,27029.6,5.0,0.0,0.0,0.0,0.0,8.8,2560.2,35853.8,0.0,0.0,10.8,0.0,2668.6,0.0,0.0,23344.0,0.0,0.0,68125.0,65801.4,0.0,58.0,0.0,42065.0,5.0,0.0,77.0,0.0,4496.6,21509.4,71724.0,54.0,0.0,15962.6,128844.0,0.0,0.0,0.0,157.60211242807125,30.0,67519.847118471,4731.6,112354.5345886222,60000.0,10.6,0.0,1000.0,12.0,9.2,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,157.2356902752377,2
1378567455449,0.4511932038408644,0.06352790033253558,1.57452341248E11,2.2769958912E10,0.026428571428571423,3.56032801E8,1.1840512E7,3.55215483E8,1.1867756E7,0.0,8.287604236049868,0.0,26.0,0.0,0.0,9.6,4776.8,9.6,5.0,33931.4,0.0,0.0,89.4,124.4,52.69274245197461,3515.6,397.6,45.55727600427572,724.1466666666668,0.0,0.0,14.25850503400952,0.0,18.0,11699.6,0.8895790552662988,0.0,3683.8,0.0,0.4,23923.0,795.0,5.0,0.0,0.0,0.0,139.0,0.0,23969.0,0.0,0.9586461153319525,0.8898030216298098,5.0,0.0,0.0,0.0020591704051840104,0.0,0.0,0.9988699458933243,9899.6,0.0,0.0,3.2282973428708472,4149.2,32.0,0.0,33899.4,0.0,24949.0,0.0,2869.2,565515.0,51981.4,4218.8,0.0,545480.0,0.0,0.0,0.0,16.4,0.0,108221.0,34351.2,14839.4,4.0,23764.0,0.0,0.0,0.0,0.0,3.2283075355432542,0.0,0.0,1283.4,0.0,24665.4,0.0,0.0,38.2,0.0,0.0,69302.6,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.8,14.632739711234013,497.0,23401.0,0.0,30000.0,0.0,0.0,0.0,33901.2,4222.4,0.0,0.0,0.0,0.0,0.0,3.2289962861659802,48.0,0.0,30.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,709.4,68323.0,0.0,0.0,0.0,0.0,-1.0,3.227838089405382,162.6,13727.0,0.0,9.6,0.0,0.0,69310.6,15640.2,5.0,0.0,0.0,0.0,0.0,7.4,2337.0,33947.6,0.0,0.0,10.0,0.0,2432.6,0.0,0.0,23542.0,0.0,0.0,68662.0,62187.2,0.0,51.0,0.0,42531.0,5.0,0.0,77.0,0.0,3685.0,21792.4,73888.0,50.0,0.0,16305.8,130466.0,0.0,0.0,0.0,152.33770086983944,30.0,68423.42656419557,4572.2,114965.56263748478,60000.0,11.8,0.0,1000.0,12.0,17.4,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,152.6575182510207,2
1378567485534,0.4292354069467814,0.0619000026655232,1.5729680384E11,2.292549632E10,0.026428571428571423,3.49854849E8,1.1649468E7,3.49484178E8,1.1661825E7,0.0,8.345209969596052,0.0,26.0,0.0,0.0,10.0,4563.0,9.8,5.0,36616.8,0.0,0.0,94.6,136.2,54.68508141202524,3770.0,384.4,62.57492002148963,693.5266666666666,0.0,0.0,14.24108963174588,0.0,21.6,13263.0,0.8889967645453465,0.0,3947.2,0.0,0.6,22860.0,758.7333333333332,5.0,0.0,0.0,0.0,139.0,0.0,22920.0,0.0,0.9589268346634731,0.8893221786533811,5.0,0.0,0.0,0.002275643003818566,0.0,0.0,0.9987494439955669,10184.8,0.0,0.0,3.2029455261873303,3961.6,32.0,0.0,36627.6,0.0,25059.6,0.0,2857.0,541042.0,68051.6,4047.4,0.0,521456.0,0.0,0.0,0.0,18.0,0.0,103898.0,37002.6,14810.8,4.0,22757.0,0.0,0.0,0.0,0.0,3.20340491054199,0.0,0.0,1374.4,0.0,24824.0,0.0,0.0,38.6,0.0,0.0,72406.2,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.8,14.616277549933784,527.8,24284.2,0.0,30000.0,0.0,0.0,0.0,36629.2,4061.4,0.0,0.0,0.0,0.0,0.0,3.203150166182234,51.0,0.0,30.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,723.6,64980.0,0.0,0.0,0.0,0.0,-1.0,3.2036944265549727,164.4,15848.8,0.0,9.8,0.0,0.0,72432.2,32058.8,5.0,0.0,0.0,0.0,0.0,7.4,2706.6,36610.4,0.0,0.0,10.4,0.0,2803.4,0.0,0.0,22337.0,0.0,0.0,65166.0,65034.8,0.0,53.0,0.0,40656.0,5.0,0.0,77.0,0.0,3946.8,20832.6,75012.0,53.0,0.0,15645.4,124833.0,0.0,0.0,0.0,159.64854773566756,30.0,67837.15431439925,4791.8,112457.83181935173,60000.0,10.8,0.0,1000.0,12.0,10.2,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,159.40199069593723,2
1378567515616,0.45782481576834877,0.06536415676972247,1.57071200256E11,2.3151099904E10,0.026428571428571423,3.68499922E8,1.2292321E7,3.68769733E8,1.2283327E7,0.0,8.360372804659727,0.0,26.0,0.0,0.0,8.4,5004.6,8.8,5.0,33244.0,0.0,0.0,99.0,133.6,50.16849661833726,3621.6,331.2,70.3375005909091,752.4223655913978,0.0,0.0,14.23308314912109,0.0,14.2,12270.8,0.8861152386092325,0.0,3804.8,0.0,0.6,25077.0,826.6430107526882,5.0,0.0,0.0,0.0,139.0,0.0,25122.0,0.0,0.9590739135053203,0.8867424524355529,5.0,0.0,0.0,0.0018826822199895226,0.0,0.0,0.9990779778903267,9875.6,0.0,0.0,3.197833778670421,4337.2,32.0,0.0,33232.4,0.0,24658.4,0.0,2850.8,590165.0,92169.6,4407.2,0.0,571368.0,0.0,0.0,0.0,15.8,0.0,113478.0,33731.6,13591.8,4.0,24891.0,0.0,0.0,0.0,0.0,3.19829022272394,0.0,0.0,1259.0,0.0,24419.4,0.0,0.0,39.8,0.0,0.0,68368.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,4.6,14.615580204220198,558.6,20645.0,0.0,30000.0,0.0,0.0,0.0,33239.6,4412.6,0.0,0.0,0.0,0.0,0.0,3.197549945994008,41.0,0.0,30.2,0.0,0.0,0.0,0.0,216.0,0.0,0.0,561.0,70678.0,0.0,0.0,0.0,0.0,-1.0,3.199520059763826,169.0,14382.2,0.0,8.8,0.0,0.0,68317.2,37174.4,5.0,0.0,0.0,0.0,0.0,6.0,2430.8,33236.6,0.0,0.0,9.4,0.0,2531.8,0.0,0.0,24380.0,0.0,0.0,71265.0,61194.2,0.0,51.0,0.0,44527.0,5.0,0.0,77.0,0.0,3795.8,22852.8,76440.0,46.0,0.0,17134.0,136676.0,0.0,0.0,0.0,154.88080591925097,30.0,68830.68594708452,4648.4,114203.12273929271,60000.0,12.0,0.0,1000.0,12.0,9.8,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.88740398973349,2
1378567545701,0.44123934055853054,0.06344951251095562,1.56898320384E11,2.3323979776E10,0.026428571428571423,3.49888235E8,1.166933E7,3.50080105E8,1.1662936E7,0.0,8.34341718644511,0.0,26.0,0.0,0.0,8.2,4895.0,8.2,5.0,34154.6,0.0,0.0,87.2,121.2,50.944852593830454,3459.6,361.8,64.58434576896825,737.5666666666666,0.0,0.0,14.24088624208321,0.0,17.6,11294.8,0.8886712655142024,0.0,3622.4,0.0,0.2,24518.0,811.5,5.0,0.0,0.0,0.0,139.0,0.0,24567.0,0.0,0.958890723620739,0.8890820098359873,5.0,0.0,0.0,0.0017216652342118936,0.0,0.0,0.9990610529690812,9406.0,0.0,0.0,3.204660281266611,4231.8,32.0,0.0,34169.2,0.0,23390.8,0.0,2858.0,577815.0,75684.4,4320.6,0.0,559979.0,0.0,0.0,0.0,16.4,0.0,110534.0,34557.6,14841.8,4.0,24313.0,0.0,0.0,0.0,0.0,3.204660567515532,0.0,0.0,1284.4,0.0,23158.0,0.0,0.0,32.2,0.0,0.0,67461.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,3.2,14.620074281428689,589.4,20317.6,0.0,30000.0,0.0,0.0,0.0,34184.6,4327.6,0.0,0.0,0.0,0.0,0.0,3.204892918311387,41.0,0.0,30.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,746.8,69430.0,0.0,0.0,0.0,0.0,-1.0,3.2017480211994567,169.8,13525.6,0.0,8.2,0.0,0.0,67467.4,15910.6,5.0,0.0,0.0,0.0,0.0,6.4,2172.6,34171.2,0.0,0.0,8.4,0.0,2266.4,0.0,0.0,23996.0,0.0,0.0,70010.0,60473.6,0.0,47.0,0.0,43580.0,5.0,0.0,77.0,0.0,3612.8,22290.6,77404.0,42.0,0.0,16645.4,133494.0,0.0,0.0,0.0,161.76176647636106,30.0,65063.82761276682,4857.4,104609.38453001391,60000.0,11.0,0.0,1000.0,12.0,8.4,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.67481246809376,2
1378567575781,0.436244213744693,0.06466616821501675,1.56748382208E11,2.3473917952E10,0.026428571428571423,3.7556419E8,1.2527879E7,3.75836515E8,1.25188E7,0.0,8.31103163590408,0.0,26.0,0.0,0.0,13.0,4561.8,13.0,5.0,35631.4,0.0,0.0,86.6,129.8,55.53732748912015,4255.0,385.2,43.11854242174603,693.64,0.0,0.0,14.255808469042416,0.0,18.6,12833.0,0.8896856203576198,0.0,4456.2,0.0,1.4,22856.0,760.0666666666666,5.0,0.0,0.0,0.0,139.0,0.0,22922.0,0.0,0.9587451076992972,0.8899906164108502,5.0,0.0,0.0,0.0031527357567436346,0.0,0.0,0.998413021269633,9771.2,0.0,0.0,3.217857127233193,3967.2,32.0,0.0,35651.4,0.0,26286.0,0.0,2865.6,541921.0,48100.4,4038.0,0.0,523100.0,0.0,0.0,0.0,17.6,0.0,103746.0,36050.6,14234.6,4.0,22689.0,0.0,0.0,0.0,0.0,3.2178559765695445,0.0,0.0,1337.4,0.0,26058.0,0.0,0.0,36.0,0.0,0.0,72208.6,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.2,14.62731923977513,620.2,21009.2,0.0,30000.0,0.0,0.0,0.0,35651.6,4055.0,0.0,0.0,0.0,0.0,0.0,3.2175588703066054,65.0,0.0,30.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,608.4,65243.0,0.0,0.0,0.0,0.0,-1.0,3.2182167203428875,161.4,15656.2,0.0,13.0,0.0,0.0,72225.4,19861.2,5.0,0.0,0.0,0.0,0.0,10.2,2503.4,35661.6,0.0,0.0,14.4,0.0,2600.6,0.0,0.0,22498.0,0.0,0.0,65651.0,64896.8,0.0,58.0,0.0,40749.0,5.0,0.0,77.0,0.0,4450.6,20834.6,78420.0,72.0,0.0,15584.8,124947.0,0.0,0.0,0.0,151.31701859670034,30.0,70614.58246700125,4541.2,124891.7542758106,60000.0,11.6,0.0,1000.0,12.0,3.6,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,151.1903401513445,2
